original,translate
Cold Dmg,寒冷伤害
Acid Dmg,强酸伤害
Kinetic Dmg,动能伤害
Sublime Dmg,神圣伤害
Electric Dmg,闪电伤害
Fire Dmg,火焰伤害
Psychic Dmg,心灵伤害
Non-Magical Dmg,非魔法伤害
Resistant to Slashing Damage,抵抗挥砍伤害
Resistant to Blunt Damage,抵抗钝击伤害
Resistant to Piercing Damage,抵抗穿刺伤害
Resistant to Magical Damage,抵抗魔法伤害
Resistant to Cold Damage,抵抗寒冷伤害
Resistant to Acid Damage,抵抗强酸伤害
Resistant to Kinetic Damage,抵抗动能伤害
Resistant to Sublime Damage,抵抗神圣伤害
Resistant to Electric Damage,抵抗闪电伤害
Resistant to Fire Damage,抵抗火焰伤害
Resistant to Psychic Damage,抵抗心灵伤害
Resistant to Non-Magical Damage,抵抗非魔法伤害
Resistant to Physical Damage,抵抗物理伤害
Vulnerable to Slashing Damage,易受挥砍伤害
Vulnerable to Blunt Damage,易受钝击伤害
Vulnerable to Piercing Damage,易受穿刺伤害
Vulnerable to Magical Damage,易受魔法伤害
Vulnerable to Cold Damage,易受寒冷伤害
Vulnerable to Acid Damage,易受强酸伤害
Vulnerable to Kinetic Damage,易受动能伤害
Vulnerable to Sublime Damage,易受神圣伤害
Vulnerable to Electric Damage,易受闪电伤害
Vulnerable to Fire Damage,易受火焰伤害
Vulnerable to Psychic Damage,易受心灵伤害
Vulnerable to Non-Magical Damage,易受非魔法伤害
Vulnerable to Physical Damage,易受物理伤害
Immune to Slashing Damage,免疫挥砍伤害
Immune to Blunt Damage,免疫钝击伤害
Immune to Piercing Damage,免疫穿刺伤害
Immune to Magical Damage,免疫魔法伤害
Immune to Cold Damage,免疫寒冷伤害
Immune to Acid Damage,免疫强酸伤害
Immune to Kinetic Damage,免疫动能伤害
Immune to Sublime Damage,免疫神圣伤害
Immune to Electric Damage,免疫闪电伤害
Immune to Fire Damage,免疫火焰伤害
Immune to Psychic Damage,免疫心灵伤害
Immune to Non-Magical Damage,免疫非魔法伤害
Immune to Physical Damage,免疫物理伤害
#Combat Log Misc,#战斗日志 杂项
Combat Log,战斗日志
hits,命中
Hidden,隐藏
Miss,未命中
misses,未命中
took damage,受到伤害
Clear Log,清除日志
is Dead,已死亡
Targets user,以自身为目标
takes takes damage from,受到来自的伤害
Incoming damage,受到的伤害
Incoming amount,受到的伤害量
Damage Taken,承受的伤害
Target took extra damamge,目标受到额外伤害
Armor Soak reduced damage by,护甲吸收减少了伤害
ATTACK ROLL MODIFIERS,攻击检定修正
Weapon Accuracy,武器命中
DEFENCE ROLL MODIFIERS,防御检定修正
gained the condition,获得了状态
automatically hit,自动命中
Base Backstab Bonus,基础背刺加成
Weapon Backstab Mod,武器背刺修正
BACKSTABBED,背刺
2d6,2d6
Homer forces himself forwards!,霍默奋力向前！
forwards!,向前！
is Knocked Out,被击倒
Cooldown,冷却
Cooldown: 1 turn,冷却：1回合
Cooldown: 2 turns,冷却：2回合
Cooldown: 3 turns,冷却：3回合
Aura effect,光环效果
Flanked,被夹击
Cannot fire in melee!,近战中无法射击！
Out of ammo!,弹药耗尽！
Can't reach target!,无法触及目标！
Damage reduced by,伤害降低
Ammo Accuracy,弹药命中
fights defensivly and gains +3 to Dodge until next turn!,采取防御姿态，闪避+3，持续至下回合！
Ready,准备就绪
Criticals,暴击
Critical Hits,暴击
Sleep,睡眠
Resistant,抗性
Vulnerable,易伤
Immune,免疫
RESISTANCES,抗性
VULNERABILITIES,易伤
IMMUNITIES,免疫
Move/Atc,移动/攻击
Characters resistance is 100%,角色抗性为100%
Damage reduced to,伤害降低至
Non-Magical,非魔法
Gained,获得
XP!,经验值！
GP,金币
Removes Conditions,移除状态
Disengages,脱离
Disengaging,脱离中
turns,回合
Time Use,时间消耗
Confirm,确认
Spell,法术
Cost,消耗
Att,攻击
#General,#通用
Victory!,胜利！
Combat!,战斗！
There are no enemies. Press ENTER to leave combat!,没有敌人。按回车键离开战斗！
Auto-resolving round!,自动结算回合！
Press any key to stop!,按任意键停止！
The combatants stare at each other from across the battlefield,战斗双方隔着战场对峙着
The party has been attacked!,队伍遭到攻击！
Prepare for combat!,准备战斗！
REMEMBER: You can press RETURN on your turn to auto-resolve combat!,记住：你可以在你的回合按回车键自动结算战斗！
Round,回合
Deploy Your Party!,部署你的队伍！
Begin Combat!,开始战斗！
Deploy your party and press {ITEM},部署你的队伍并按{ITEM}
Deploy Party,部署队伍
Out of range,超出范围
Pass turn and defend,跳过回合并防御
Open the current character's Inventory,打开当前角色的背包
Hold action until end of turn,保持行动直到回合结束
Slashing Damage,挥砍伤害
Bloodied!,浴血！
Charge {ITEM},冲锋 {ITEM}
Select an Item to use,选择要使用的物品
View combat log,查看战斗日志
Repeat last action,重复上次行动
No Maneuvers to perform,无战技可用
No spells available,无法术可用
Perform attack,执行攻击
Select a Maneuver to perform,选择要使用的战技
Fire-Spit,火焰吐息
Electric Damage,闪电伤害
Fire Damage,火焰伤害
Mercenary begun,佣兵登场
An option!,一个选项！
Critical Hit!,暴击！
Hostile,敌对
Not Alert,未警觉
Alerted,已警觉
Shifting,移位
is Flat-Footed,措手不及
Out of ammo!,弹药耗尽！
