original,translate
Masterwork Leather Gloves of Athletics,精工皮手套（运动）
Masterwork Leather Gloves of Awareness,精工皮手套（察觉）
Masterwork Leather Gloves of Crafting,精工皮手套（制作）
Masterwork Leather Gloves of Defence,精工皮手套（防御）
Masterwork Leather Gloves of Diplomacy,精工皮手套（交涉）
Masterwork Leather Gloves of Fortitude,精工皮手套（体质）
Masterwork Leather Gloves of Healing,精工皮手套（医疗）
Masterwork Leather Gloves of Celerity,精工皮手套（迅捷）
Masterwork Leather Gloves of Intellect,精工皮手套（智力）
Masterwork Leather Gloves of Lore,精工皮手套（学识）
Masterwork Leather Gloves of Presence,精工皮手套（感知）
Masterwork Leather Gloves of Speed,精工皮手套（速度）
Masterwork Leather Gloves of Stealth,精工皮手套（潜行）
Masterwork Leather Gloves of Strength,精工皮手套（力量）
Masterwork Leather Gloves of Survival,精工皮手套（生存）
Masterwork Leather Gloves of Thievery,精工皮手套（偷窃）
Masterwork Leather Gloves of Toughness,精工皮手套（坚韧）
Masterwork Leather Gloves of Willpower,精工皮手套（意志）
Masterwork Mailed Gauntlets of Agility,精工锁甲手套（敏捷）
Masterwork Mailed Gauntlets of Athletics,精工锁甲手套（运动）
Masterwork Mailed Gauntlets of Awareness,精工锁甲手套（察觉）
Masterwork Mailed Gauntlets of Crafting,精工锁甲手套（制作）
Masterwork Mailed Gauntlets of Defence,精工锁甲手套（防御）
Masterwork Mailed Gauntlets of Diplomacy,精工锁甲手套（交涉）
Masterwork Mailed Gauntlets of Fortitude,精工锁甲手套（体质）
Masterwork Mailed Gauntlets of Healing,精工锁甲手套（医疗）
Masterwork Mailed Gauntlets of Celerity,精工锁甲手套（迅捷）
Masterwork Mailed Gauntlets of Intellect,精工锁甲手套（智力）
Masterwork Mailed Gauntlets of Lore,精工锁甲手套（学识）
Masterwork Mailed Gauntlets of Presence,精工锁甲手套（感知）
Masterwork Mailed Gauntlets of Speed,精工锁甲手套（速度）
Masterwork Mailed Gauntlets of Stealth,精工锁甲手套（潜行）
Masterwork Mailed Gauntlets of Strength,精工锁甲手套（力量）
Masterwork Mailed Gauntlets of Survival,精工锁甲手套（生存）
Masterwork Mailed Gauntlets of Thievery,精工锁甲手套（偷窃）
Masterwork Mailed Gauntlets of Toughness,精工锁甲手套（坚韧）
Masterwork Mailed Gauntlets of Willpower,精工锁甲手套（意志）
Masterwork Noble's Gloves of Agility,精工贵族手套（敏捷）
Masterwork Noble's Gloves of Athletics,精工贵族手套（运动）
Masterwork Noble's Gloves of Awareness,精工贵族手套（察觉）
Masterwork Noble's Gloves of Crafting,精工贵族手套（制作）
Masterwork Noble's Gloves of Defence,精工贵族手套（防御）
Masterwork Noble's Gloves of Diplomacy,精工贵族手套（交涉）
Masterwork Noble's Gloves of Fortitude,精工贵族手套（体质）
Masterwork Noble's Gloves of Healing,精工贵族手套（医疗）
Masterwork Noble's Gloves of Celerity,精工贵族手套（迅捷）
Masterwork Noble's Gloves of Intellect,精工贵族手套（智力）
Masterwork Noble's Gloves of Lore,精工贵族手套（学识）
Masterwork Noble's Gloves of Presence,精工贵族手套（感知）
Masterwork Noble's Gloves of Speed,精工贵族手套（速度）
Masterwork Noble's Gloves of Stealth,精工贵族手套（潜行）
Masterwork Noble's Gloves of Strength,精工贵族手套（力量）
Masterwork Noble's Gloves of Survival,精工贵族手套（生存）
Masterwork Noble's Gloves of Thievery,精工贵族手套（偷窃）
Masterwork Noble's Gloves of Toughness,精工贵族手套（坚韧）
Masterwork Noble's Gloves of Willpower,精工贵族手套（意志）
Masterwork Travelers Gloves of Agility,精工旅者手套（敏捷）
Masterwork Travelers Gloves of Athletics,精工旅者手套（运动）
Masterwork Travelers Gloves of Awareness,精工旅者手套（察觉）
Masterwork Travelers Gloves of Crafting,精工旅者手套（制作）
Masterwork Travelers Gloves of Defence,精工旅者手套（防御）
Masterwork Travelers Gloves of Diplomacy,精工旅者手套（交涉）
Masterwork Travelers Gloves of Fortitude,精工旅者手套（体质）
Masterwork Travelers Gloves of Healing,精工旅者手套（医疗）
Masterwork Travelers Gloves of Celerity,精工旅者手套（迅捷）
Masterwork Travelers Gloves of Intellect,精工旅者手套（智力）
Masterwork Travelers Gloves of Lore,精工旅者手套（学识）
Masterwork Travelers Gloves of Presence,精工旅者手套（感知）
Masterwork Travelers Gloves of Speed,精工旅者手套（速度）
Masterwork Travelers Gloves of Stealth,精工旅者手套（潜行）
Masterwork Travelers Gloves of Strength,精工旅者手套（力量）
Masterwork Travelers Gloves of Survival,精工旅者手套（生存）
Masterwork Travelers Gloves of Thievery,精工旅者手套（偷窃）
Masterwork Travelers Gloves of Toughness,精工旅者手套（坚韧）
Masterwork Travelers Gloves of Willpower,精工旅者手套（意志）
Hat of Athletics,帽子（运动）
Hat of Awareness,帽子（察觉）
Hat of Crafting,帽子（制作）
Hat of Defence,帽子（防御）
Hat of Diplomacy,帽子（交涉）
Hat of Healing,帽子（医疗）
Hat of Celerity,帽子（迅捷）
Hat of Lore,帽子（学识）
Hat of Speed,帽子（速度）
Hat of Stealth,帽子（潜行）
Hat of Survival,帽子（生存）
Hat of Thievery,帽子（偷窃）
Hat of Toughness,帽子（坚韧）
Hat of Willpower,帽子（意志）
Masterwork Full Helmet of Agility,精工全盔（敏捷）
Masterwork Full Helmet of Athletics,精工全盔（运动）
Masterwork Full Helmet of Awareness,精工全盔（察觉）
Masterwork Full Helmet of Crafting,精工全盔（制作）
Masterwork Full Helmet of Defence,精工全盔（防御）
Masterwork Full Helmet of Diplomacy,精工全盔（交涉）
Masterwork Full Helmet of Fortitude,精工全盔（体质）
Masterwork Full Helmet of Healing,精工全盔（医疗）
Masterwork Full Helmet of Celerity,精工全盔（迅捷）
Masterwork Full Helmet of Intellect,精工全盔（智力）
Masterwork Full Helmet of Lore,精工全盔（学识）
Masterwork Full Helmet of Presence,精工全盔（感知）
Masterwork Full Helmet of Speed,精工全盔（速度）
Masterwork Full Helmet of Stealth,精工全盔（潜行）
Masterwork Full Helmet of Strength,精工全盔（力量）
Masterwork Full Helmet of Survival,精工全盔（生存）
Masterwork Full Helmet of Thievery,精工全盔（偷窃）
Masterwork Full Helmet of Toughness,精工全盔（坚韧）
Masterwork Full Helmet of Willpower,精工全盔（意志）
Masterwork Horned Helmet of Agility,精工角盔（敏捷）
Masterwork Horned Helmet of Athletics,精工角盔（运动）
Masterwork Horned Helmet of Awareness,精工角盔（察觉）
Masterwork Horned Helmet of Crafting,精工角盔（制作）
Masterwork Horned Helmet of Defence,精工角盔（防御）
Masterwork Horned Helmet of Diplomacy,精工角盔（交涉）
Masterwork Horned Helmet of Fortitude,精工角盔（体质）
Masterwork Horned Helmet of Healing,精工角盔（医疗）
Masterwork Horned Helmet of Celerity,精工角盔（迅捷）
Masterwork Horned Helmet of Intellect,精工角盔（智力）
Masterwork Horned Helmet of Lore,精工角盔（学识）
Masterwork Horned Helmet of Presence,精工角盔（感知）
Masterwork Horned Helmet of Speed,精工角盔（速度）
Masterwork Horned Helmet of Stealth,精工角盔（潜行）
Masterwork Horned Helmet of Strength,精工角盔（力量）
Masterwork Horned Helmet of Survival,精工角盔（生存）
Masterwork Horned Helmet of Thievery,精工角盔（偷窃）
Masterwork Horned Helmet of Toughness,精工角盔（坚韧）
Masterwork Horned Helmet of Willpower,精工角盔（意志）
Masterwork Mail Coif of Agility,精工锁甲头巾（敏捷）
Masterwork Mail Coif of Athletics,精工锁甲头巾（运动）
Masterwork Mail Coif of Awareness,精工锁甲头巾（察觉）
Masterwork Mail Coif of Crafting,精工锁甲头巾（制作）
Masterwork Mail Coif of Defence,精工锁甲头巾（防御）
Masterwork Mail Coif of Diplomacy,精工锁甲头巾（交涉）
Masterwork Mail Coif of Fortitude,精工锁甲头巾（体质）
Masterwork Mail Coif of Healing,精工锁甲头巾（医疗）
Masterwork Mail Coif of Celerity,精工锁甲头巾（迅捷）
Masterwork Mail Coif of Intellect,精工锁甲头巾（智力）
Masterwork Mail Coif of Lore,精工锁甲头巾（学识）
Masterwork Mail Coif of Presence,精工锁甲头巾（感知）
Masterwork Mail Coif of Speed,精工锁甲头巾（速度）
Masterwork Mail Coif of Stealth,精工锁甲头巾（潜行）
Masterwork Mail Coif of Strength,精工锁甲头巾（力量）
Masterwork Mail Coif of Survival,精工锁甲头巾（生存）
Masterwork Mail Coif of Thievery,精工锁甲头巾（偷窃）
Masterwork Mail Coif of Toughness,精工锁甲头巾（坚韧）
Masterwork Mail Coif of Willpower,精工锁甲头巾（意志）
Masterwork Plumed Helmet of Agility,精工羽盔（敏捷）
Masterwork Plumed Helmet of Athletics,精工羽盔（运动）
Masterwork Plumed Helmet of Awareness,精工羽盔（察觉）
Masterwork Plumed Helmet of Crafting,精工羽盔（制作）
Masterwork Plumed Helmet of Defence,精工羽盔（防御）
Masterwork Plumed Helmet of Diplomacy,精工羽盔（交涉）
Masterwork Plumed Helmet of Fortitude,精工羽盔（体质）
Masterwork Plumed Helmet of Healing,精工羽盔（医疗）
Masterwork Plumed Helmet of Celerity,精工羽盔（迅捷）
Masterwork Plumed Helmet of Intellect,精工羽盔（智力）
Masterwork Plumed Helmet of Lore,精工羽盔（学识）
Masterwork Plumed Helmet of Presence,精工羽盔（感知）
Masterwork Plumed Helmet of Speed,精工羽盔（速度）
Masterwork Plumed Helmet of Stealth,精工羽盔（潜行）
Masterwork Plumed Helmet of Strength,精工羽盔（力量）
Masterwork Plumed Helmet of Survival,精工羽盔（生存）
Masterwork Plumed Helmet of Thievery,精工羽盔（偷窃）
Masterwork Plumed Helmet of Toughness,精工羽盔（坚韧）
Masterwork Plumed Helmet of Willpower,精工羽盔（意志）
Officer's Helmet of Agility,军官头盔（敏捷）
Officer's Helmet of Athletics,军官头盔（运动）
Officer's Helmet of Awareness,军官头盔（察觉）
Officer's Helmet of Crafting,军官头盔（制作）
Officer's Helmet of Defence,军官头盔（防御）
Officer's Helmet of Diplomacy,军官头盔（交涉）
Officer's Helmet of Fortitude,军官头盔（体质）
Officer's Helmet of Healing,军官头盔（医疗）
Officer's Helmet of Celerity,军官头盔（迅捷）
Officer's Helmet of Intellect,军官头盔（智力）
Officer's Helmet of Lore,军官头盔（学识）
Officer's Helmet of Presence,军官头盔（感知）
Officer's Helmet of Speed,军官头盔（速度）
Officer's Helmet of Stealth,军官头盔（潜行）
Officer's Helmet of Strength,军官头盔（力量）
Officer's Helmet of Survival,军官头盔（生存）
Officer's Helmet of Thievery,军官头盔（偷窃）
Officer's Helmet of Toughness,军官头盔（坚韧）
Officer's Helmet of Willpower,军官头盔（意志）
#Enchantments - Jewellery,#附魔 - 珠宝
Ancient Gold Necklace of Athletics,运动之古代金项链
Ancient Gold Necklace of Awareness,察觉之古代金项链
Ancient Gold Necklace of Crafting,制作之古代金项链
Ancient Gold Necklace of Defence,防御之古代金项链
Ancient Gold Necklace of Diplomacy,交涉之古代金项链
Ancient Gold Necklace of Fortitude,体质之古代金项链
Ancient Gold Necklace of Healing,医疗之古代金项链
Ancient Gold Necklace of Celerity,迅捷之古代金项链
Ancient Gold Necklace of Lore,学识之古代金项链
Ancient Gold Necklace of Stealth,潜行之古代金项链
Ancient Gold Necklace of Survival,生存之古代金项链
Ancient Gold Necklace of Thievery,偷窃之古代金项链
Ancient Gold Necklace of Toughness,坚韧之古代金项链
Ancient Gold Necklace of Willpower,意志之古代金项链
Ancient Jade Necklace of Athletics,运动之古代翡翠项链
Ancient Jade Necklace of Awareness,察觉之古代翡翠项链
Ancient Jade Necklace of Crafting,制作之古代翡翠项链
Ancient Jade Necklace of Defence,防御之古代翡翠项链
Ancient Jade Necklace of Diplomacy,交涉之古代翡翠项链
Ancient Jade Necklace of Fortitude,体质之古代翡翠项链
Ancient Jade Necklace of Healing,医疗之古代翡翠项链
Ancient Jade Necklace of Celerity,迅捷之古代翡翠项链
Ancient Jade Necklace of Lore,学识之古代翡翠项链
Ancient Jade Necklace of Stealth,潜行之古代翡翠项链
Ancient Jade Necklace of Survival,生存之古代翡翠项链
Ancient Jade Necklace of Thievery,偷窃之古代翡翠项链
Ancient Jade Necklace of Toughness,坚韧之古代翡翠项链
Ancient Jade Necklace of Willpower,意志之古代翡翠项链
Arcane Necklace of Athletics,运动之奥术项链
Arcane Necklace of Agility,敏捷之奥术项链
Arcane Necklace of Awareness,察觉之奥术项链
Arcane Necklace of Crafting,制作之奥术项链
Arcane Necklace of Defence,防御之奥术项链
Arcane Necklace of Diplomacy,交涉之奥术项链
Arcane Necklace of Fortitude,体质之奥术项链
Arcane Necklace of Healing,医疗之奥术项链
Arcane Necklace of the Hero,英雄之奥术项链
Arcane Necklace of Celerity,迅捷之奥术项链
Arcane Necklace of Intellect,智力之奥术项链
Arcane Necklace of Lore,学识之奥术项链
Arcane Necklace of Presence,感知之奥术项链
Arcane Necklace of Protection,保护之奥术项链
Arcane Necklace of Speed,速度之奥术项链
Arcane Necklace of Stealth,潜行之奥术项链
Arcane Necklace of Strength,力量之奥术项链
Arcane Necklace of Survival,生存之奥术项链
Arcane Necklace of Thievery,偷窃之奥术项链
Arcane Necklace of Toughness,坚韧之奥术项链
Arcane Necklace of Willpower,意志之奥术项链
Beryl Necklace of Agility,敏捷之绿柱石项链
Beryl Necklace of Athletics,运动之绿柱石项链
Beryl Necklace of Awareness,察觉之绿柱石项链
Beryl Necklace of Crafting,制作之绿柱石项链
Beryl Necklace of Defence,防御之绿柱石项链
Beryl Necklace of Diplomacy,交涉之绿柱石项链
Beryl Necklace of Fortitude,体质之绿柱石项链
Beryl Necklace of Healing,医疗之绿柱石项链
Beryl Necklace of Celerity,迅捷之绿柱石项链
Beryl Necklace of Intellect,智力之绿柱石项链
Beryl Necklace of Lore,学识之绿柱石项链
Beryl Necklace of Presence,感知之绿柱石项链
Beryl Necklace of Stealth,潜行之绿柱石项链
Beryl Necklace of Strength,力量之绿柱石项链
Beryl Necklace of Survival,生存之绿柱石项链
Beryl Necklace of Thievery,偷窃之绿柱石项链
Beryl Necklace of Toughness,坚韧之绿柱石项链
Beryl Necklace of Willpower,意志之绿柱石项链
Copper Locket of Athletics,运动之铜吊坠
Copper Locket of Awareness,察觉之铜吊坠
Copper Locket of Crafting,制作之铜吊坠
Copper Locket of Defence,防御之铜吊坠
Copper Locket of Diplomacy,交涉之铜吊坠
Copper Locket of Fortitude,体质之铜吊坠
Copper Locket of Healing,医疗之铜吊坠
Copper Locket of Celerity,迅捷之铜吊坠
Copper Locket of Lore,学识之铜吊坠
Copper Locket of Stealth,潜行之铜吊坠
Copper Locket of Survival,生存之铜吊坠
Copper Locket of Thievery,偷窃之铜吊坠
Copper Locket of Toughness,坚韧之铜吊坠
Copper Locket of Willpower,意志之铜吊坠
Coral Necklace of Agility,敏捷之珊瑚项链
Coral Necklace of Athletics,运动之珊瑚项链
Coral Necklace of Awareness,察觉之珊瑚项链
Coral Necklace of Crafting,制作之珊瑚项链
Coral Necklace of Defence,防御之珊瑚项链
Coral Necklace of Diplomacy,交涉之珊瑚项链
Coral Necklace of Fortitude,体质之珊瑚项链
Coral Necklace of Healing,医疗之珊瑚项链
Coral Necklace of Celerity,迅捷之珊瑚项链
Coral Necklace of Intellect,智力之珊瑚项链
Coral Necklace of Lore,学识之珊瑚项链
Coral Necklace of Presence,感知之珊瑚项链
Coral Necklace of Stealth,潜行之珊瑚项链
Coral Necklace of Strength,力量之珊瑚项链
Coral Necklace of Survival,生存之珊瑚项链
Coral Necklace of Thievery,偷窃之珊瑚项链
Coral Necklace of Toughness,坚韧之珊瑚项链
Coral Necklace of Willpower,意志之珊瑚项链
Diamond Necklace of Athletics,运动之钻石项链
Diamond Necklace of Agility,敏捷之钻石项链
Diamond Necklace of Awareness,察觉之钻石项链
Diamond Necklace of Crafting,制作之钻石项链
Diamond Necklace of Defence,防御之钻石项链
Diamond Necklace of Diplomacy,交涉之钻石项链
Diamond Necklace of Fortitude,体质之钻石项链
Diamond Necklace of Healing,医疗之钻石项链
Diamond Necklace of the Hero,英雄之钻石项链
Diamond Necklace of Celerity,迅捷之钻石项链
Diamond Necklace of Intellect,智力之钻石项链
Diamond Necklace of Lore,学识之钻石项链
Diamond Necklace of Presence,感知之钻石项链
Diamond Necklace of Protection,保护之钻石项链
Diamond Necklace of Speed,速度之钻石项链
Diamond Necklace of Stealth,潜行之钻石项链
Diamond Necklace of Strength,力量之钻石项链
Diamond Necklace of Survival,生存之钻石项链
Diamond Necklace of Thievery,偷窃之钻石项链
Diamond Necklace of Toughness,坚韧之钻石项链
Diamond Necklace of Willpower,意志之钻石项链
Firegold Necklace of Agility,敏捷之火金项链
Firegold Necklace of Athletics,运动之火金项链
Firegold Necklace of Awareness,察觉之火金项链
Firegold Necklace of Crafting,制作之火金项链
Firegold Necklace of Defence,防御之火金项链
Firegold Necklace of Diplomacy,交涉之火金项链
Firegold Necklace of Fortitude,体质之火金项链
Firegold Necklace of Healing,医疗之火金项链
Firegold Necklace of Celerity,迅捷之火金项链
Firegold Necklace of Intellect,智力之火金项链
Firegold Necklace of Lore,学识之火金项链
Firegold Necklace of Presence,感知之火金项链
Firegold Necklace of Stealth,潜行之火金项链
Firegold Necklace of Strength,力量之火金项链
Firegold Necklace of Survival,生存之火金项链
Firegold Necklace of Thievery,偷窃之火金项链
Firegold Necklace of Toughness,坚韧之火金项链
Firegold Necklace of Willpower,意志之火金项链
Garnet Necklace of Athletics,运动之石榴石项链
Garnet Necklace of Agility,敏捷之石榴石项链
Garnet Necklace of Awareness,察觉之石榴石项链
Garnet Necklace of Crafting,制作之石榴石项链
Garnet Necklace of Defence,防御之石榴石项链
Garnet Necklace of Diplomacy,交涉之石榴石项链
Garnet Necklace of Fortitude,体质之石榴石项链
Garnet Necklace of Healing,医疗之石榴石项链
Garnet Necklace of the Hero,英雄之石榴石项链
Garnet Necklace of Celerity,迅捷之石榴石项链
Garnet Necklace of Intellect,智力之石榴石项链
Garnet Necklace of Lore,学识之石榴石项链
Garnet Necklace of Presence,感知之石榴石项链
Garnet Necklace of Protection,保护之石榴石项链
Garnet Necklace of Speed,速度之石榴石项链
Garnet Necklace of Stealth,潜行之石榴石项链
Garnet Necklace of Strength,力量之石榴石项链
Garnet Necklace of Survival,生存之石榴石项链
Garnet Necklace of Thievery,偷窃之石榴石项链
Garnet Necklace of Toughness,坚韧之石榴石项链
Garnet Necklace of Willpower,意志之石榴石项链
Jade Necklace of Athletics,运动之翡翠项链
Jade Necklace of Awareness,察觉之翡翠项链
Jade Necklace of Crafting,制作之翡翠项链
Jade Necklace of Defence,防御之翡翠项链
Jade Necklace of Diplomacy,交涉之翡翠项链
Jade Necklace of Fortitude,体质之翡翠项链
Jade Necklace of Healing,医疗之翡翠项链
Jade Necklace of Celerity,迅捷之翡翠项链
Jade Necklace of Lore,学识之翡翠项链
Jade Necklace of Stealth,潜行之翡翠项链
Jade Necklace of Survival,生存之翡翠项链
Jade Necklace of Thievery,偷窃之翡翠项链
Jade Necklace of Toughness,坚韧之翡翠项链
Jade Necklace of Willpower,意志之翡翠项链
Pagan Necklace of Agility,敏捷之异教项链
Pagan Necklace of Athletics,运动之异教项链
Pagan Necklace of Awareness,察觉之异教项链
Pagan Necklace of Crafting,制作之异教项链
Pagan Necklace of Defence,防御之异教项链
Pagan Necklace of Diplomacy,交涉之异教项链
Pagan Necklace of Fortitude,体质之异教项链
Pagan Necklace of Healing,医疗之异教项链
Pagan Necklace of Celerity,迅捷之异教项链
Pagan Necklace of Intellect,智力之异教项链
Pagan Necklace of Lore,学识之异教项链
Pagan Necklace of Presence,感知之异教项链
Pagan Necklace of Stealth,潜行之异教项链
Pagan Necklace of Strength,力量之异教项链
Pagan Necklace of Survival,生存之异教项链
Pagan Necklace of Thievery,偷窃之异教项链
Pagan Necklace of Toughness,坚韧之异教项链
Pagan Necklace of Willpower,意志之异教项链
Profane Necklace of Athletics,运动之渎神项链
Profane Necklace of Agility,敏捷之渎神项链
Profane Necklace of Awareness,察觉之渎神项链
Profane Necklace of Crafting,制作之渎神项链
Profane Necklace of Defence,防御之渎神项链
Profane Necklace of Diplomacy,交涉之渎神项链
Profane Necklace of Fortitude,体质之渎神项链
Profane Necklace of Healing,医疗之渎神项链
Profane Necklace of the Hero,英雄之渎神项链
Profane Necklace of Celerity,迅捷之渎神项链
Profane Necklace of Intellect,智力之渎神项链
Profane Necklace of Lore,学识之渎神项链
Profane Necklace of Presence,感知之渎神项链
Profane Necklace of Protection,保护之渎神项链
Profane Necklace of Speed,速度之渎神项链
Profane Necklace of Stealth,潜行之渎神项链
Profane Necklace of Strength,力量之渎神项链
Profane Necklace of Survival,生存之渎神项链
Profane Necklace of Thievery,偷窃之渎神项链
Profane Necklace of Toughness,坚韧之渎神项链
Profane Necklace of Willpower,意志之渎神项链
Ruby Necklace of Athletics,运动之红宝石项链
Ruby Necklace of Awareness,察觉之红宝石项链
Ruby Necklace of Crafting,制作之红宝石项链
Ruby Necklace of Defence,防御之红宝石项链
Ruby Necklace of Diplomacy,交涉之红宝石项链
Ruby Necklace of Fortitude,体质之红宝石项链
Ruby Necklace of Healing,医疗之红宝石项链
Ruby Necklace of Celerity,迅捷之红宝石项链
Ruby Necklace of Lore,学识之红宝石项链
Ruby Necklace of Stealth,潜行之红宝石项链
Ruby Necklace of Survival,生存之红宝石项链
Ruby Necklace of Thievery,偷窃之红宝石项链
Ruby Necklace of Toughness,坚韧之红宝石项链
Ruby Necklace of Willpower,意志之红宝石项链
Skull Necklace of Agility,敏捷之颅骨项链
Skull Necklace of Athletics,运动之颅骨项链
Skull Necklace of Awareness,察觉之颅骨项链
Skull Necklace of Crafting,制作之颅骨项链
Skull Necklace of Defence,防御之颅骨项链
Skull Necklace of Diplomacy,交涉之颅骨项链
Skull Necklace of Fortitude,体质之颅骨项链
Skull Necklace of Healing,医疗之颅骨项链
Skull Necklace of Celerity,迅捷之颅骨项链
Skull Necklace of Intellect,智力之颅骨项链
Skull Necklace of Lore,学识之颅骨项链
Skull Necklace of Presence,感知之颅骨项链
Skull Necklace of Stealth,潜行之颅骨项链
Skull Necklace of Strength,力量之颅骨项链
Skull Necklace of Survival,生存之颅骨项链
Skull Necklace of Thievery,偷窃之颅骨项链
Skull Necklace of Toughness,坚韧之颅骨项链
Skull Necklace of Willpower,意志之颅骨项链
Amethyst Ring of Agility,敏捷之紫水晶戒指
Amethyst Ring of Athletics,运动之紫水晶戒指
Amethyst Ring of Awareness,察觉之紫水晶戒指
Amethyst Ring of Crafting,制作之紫水晶戒指
Amethyst Ring of Defence,防御之紫水晶戒指
Amethyst Ring of Diplomacy,交涉之紫水晶戒指
Amethyst Ring of Fortitude,体质之紫水晶戒指
Amethyst Ring of Healing,医疗之紫水晶戒指
Amethyst Ring of Celerity,迅捷之紫水晶戒指
Amethyst Ring of Lore,学识之紫水晶戒指
Amethyst Ring of Presence,感知之紫水晶戒指
Amethyst Ring of Stealth,潜行之紫水晶戒指
Amethyst Ring of Strength,力量之紫水晶戒指
Amethyst Ring of Survival,生存之紫水晶戒指
Amethyst Ring of Thievery,偷窃之紫水晶戒指
Amethyst Ring of Toughness,坚韧之紫水晶戒指
Amethyst Ring of Willpower,意志之紫水晶戒指
Aquamarine Ring of Agility,敏捷之海蓝宝石戒指
Aquamarine Ring of Athletics,运动之海蓝宝石戒指
Aquamarine Ring of Awareness,察觉之海蓝宝石戒指
Aquamarine Ring of Crafting,制作之海蓝宝石戒指
Aquamarine Ring of Defence,防御之海蓝宝石戒指
Aquamarine Ring of Diplomacy,交涉之海蓝宝石戒指
Aquamarine Ring of Fortitude,体质之海蓝宝石戒指
Aquamarine Ring of Healing,医疗之海蓝宝石戒指
Aquamarine Ring of Celerity,迅捷之海蓝宝石戒指
Aquamarine Ring of Lore,学识之海蓝宝石戒指
Aquamarine Ring of Presence,感知之海蓝宝石戒指
Aquamarine Ring of Speed,速度之海蓝宝石戒指
Aquamarine Ring of Stealth,潜行之海蓝宝石戒指
Aquamarine Ring of Strength,力量之海蓝宝石戒指
Aquamarine Ring of Survival,生存之海蓝宝石戒指
Aquamarine Ring of Thievery,偷窃之海蓝宝石戒指
Aquamarine Ring of Toughness,坚韧之海蓝宝石戒指
Aquamarine Ring of Willpower,意志之海蓝宝石戒指
Arboreal Ring of Athletics,运动之林木戒指
Arboreal Ring of Agility,敏捷之林木戒指
Arboreal Ring of Awareness,察觉之林木戒指
Arboreal Ring of Crafting,制作之林木戒指
Arboreal Ring of Defence,防御之林木戒指
Arboreal Ring of Diplomacy,交涉之林木戒指
Arboreal Ring of Fortitude,体质之林木戒指
Arboreal Ring of Healing,医疗之林木戒指
Arboreal Ring of the Hero,英雄之林木戒指
Arboreal Ring of Celerity,迅捷之林木戒指
Arboreal Ring of Intellect,智力之林木戒指
Arboreal Ring of Lore,学识之林木戒指
Arboreal Ring of Presence,感知之林木戒指
Arboreal Ring of Protection,保护之林木戒指
Arboreal Ring of Speed,速度之林木戒指
Arboreal Ring of Stealth,潜行之林木戒指
Arboreal Ring of Strength,力量之林木戒指
Arboreal Ring of Survival,生存之林木戒指
Arboreal Ring of Thievery,偷窃之林木戒指
Arboreal Ring of Toughness,坚韧之林木戒指
Arboreal Ring of Willpower,意志之林木戒指
Emerald Ring of Agility,敏捷之翡翠戒指
Emerald Ring of Athletics,运动之翡翠戒指
Emerald Ring of Awareness,察觉之翡翠戒指
Emerald Ring of Crafting,制作之翡翠戒指
Emerald Ring of Defence,防御之翡翠戒指
Emerald Ring of Diplomacy,交涉之翡翠戒指
Emerald Ring of Fortitude,体质之翡翠戒指
Emerald Ring of Healing,医疗之翡翠戒指
Emerald Ring of Celerity,迅捷之翡翠戒指
Emerald Ring of Lore,学识之翡翠戒指
Emerald Ring of Presence,感知之翡翠戒指
Emerald Ring of Stealth,潜行之翡翠戒指
Emerald Ring of Strength,力量之翡翠戒指
Emerald Ring of Survival,生存之翡翠戒指
Emerald Ring of Thievery,偷窃之翡翠戒指
Emerald Ring of Toughness,坚韧之翡翠戒指
Emerald Ring of Willpower,意志之翡翠戒指
Fire Opal Ring of Agility,敏捷之火欧泊戒指
Fire Opal Ring of Athletics,运动之火欧泊戒指
Fire Opal Ring of Awareness,察觉之火欧泊戒指
Fire Opal Ring of Crafting,制作之火欧泊戒指
Fire Opal Ring of Defence,防御之火欧泊戒指
Fire Opal Ring of Diplomacy,交涉之火欧泊戒指
Fire Opal Ring of Fortitude,体质之火欧泊戒指
Fire Opal Ring of Healing,医疗之火欧泊戒指
Fire Opal Ring of Celerity,迅捷之火欧泊戒指
Fire Opal Ring of Lore,学识之火欧泊戒指
Fire Opal Ring of Presence,感知之火欧泊戒指
Fire Opal Ring of Stealth,潜行之火欧泊戒指
Fire Opal Ring of Strength,力量之火欧泊戒指
Fire Opal Ring of Survival,生存之火欧泊戒指
Fire Opal Ring of Thievery,偷窃之火欧泊戒指
Fire Opal Ring of Toughness,坚韧之火欧泊戒指
Fire Opal Ring of Willpower,意志之火欧泊戒指
Flowgold Ring of Agility,敏捷之流金戒指
Flowgold Ring of Athletics,运动之流金戒指
Flowgold Ring of Awareness,察觉之流金戒指
Flowgold Ring of Crafting,制作之流金戒指
Flowgold Ring of Defence,防御之流金戒指
Flowgold Ring of Diplomacy,交涉之流金戒指
Flowgold Ring of Fortitude,体质之流金戒指
Flowgold Ring of Healing,医疗之流金戒指
Flowgold Ring of Celerity,迅捷之流金戒指
Flowgold Ring of Lore,学识之流金戒指
Flowgold Ring of Presence,感知之流金戒指
Flowgold Ring of Speed,速度之流金戒指
Flowgold Ring of Stealth,潜行之流金戒指
Flowgold Ring of Strength,力量之流金戒指
Flowgold Ring of Survival,生存之流金戒指
Flowgold Ring of Thievery,偷窃之流金戒指
Flowgold Ring of Toughness,坚韧之流金戒指
Flowgold Ring of Willpower,意志之流金戒指
